titratable_acidity,fat_milk_over_100mg_,pH_sour_milk_initial,streptococcus_strain_,lactobacillus_strain_,minimum_milk_proteins,ideal_temperature_c,quality_product
1.054,3.2418,4.566,4.457,4.225,2.439,40.906,Low fat yogurt
1.18,2.5051,4.538,4.898,4.815,2.609,41.401,Low fat yogurt
1.066,3.8211,4.458,4.7,4.566,2.442,40.918,Regular yogurt
0.975,2.3205,4.507,5.334,4.174,2.477,40.731,Low fat yogurt
1.11,3.3316,4.412,5.778,4.358,2.41,40.477,Regular yogurt
1.041,2.6738,4.433,5.791,4.726,2.558,41.597,Low fat yogurt
1.169,2.7278,4.546,5.608,4.144,2.549,41.797,Low fat yogurt
1.177,3.1571,4.447,5.54,4.531,2.67,41.571,Low fat yogurt
1.098,3.1354,4.587,5.333,4.2,2.488,41.603,Low fat yogurt
1.021,1.2428,4.45,4.239,4.288,2.501,40.929,Low fat yogurt
1.094,3.1895,4.443,5.11,5.096,2.669,40.6,Low fat yogurt
1.088,1.2203,4.546,4.01,4.582,2.424,40.279,Low fat yogurt
1.097,1.3596,4.582,4.032,5.609,2.674,40.727,Low fat yogurt
0.976,3.6583,4.581,4.086,5.176,2.492,40.941,Regular yogurt
1.036,2.0225,4.561,5.023,4.225,2.693,41.255,Low fat yogurt
0.974,3.0327,4.479,4.41,5.384,2.677,41.539,Low fat yogurt
1.1,1.4454,4.509,4.754,5.938,2.412,40.901,Low fat yogurt
1.049,1.6109,4.505,5.951,4.795,2.517,41.328,Low fat yogurt
1.143,1.319,4.552,4.625,4.68,2.435,40.041,Low fat yogurt
1.01,1.4376,4.525,4.966,4.133,2.436,41.47,Low fat yogurt
1.068,1.2095,4.526,5.615,5.881,2.63,40.721,Low fat yogurt
0.97,3.4619,4.428,4.379,4.973,2.601,41.486,Regular yogurt
1.187,3.9053,4.482,5.644,5.57,2.668,40.939,Regular yogurt
1.056,2.3584,4.592,5.576,5.175,2.643,40.403,Low fat yogurt
1.088,2.8224,4.413,4.312,5.876,2.539,41.157,Low fat yogurt
1.117,2.1637,4.458,4.834,5.241,2.485,41.676,Low fat yogurt
1.166,3.9635,4.431,4.044,5.975,2.622,41.088,Regular yogurt
1.064,1.273,4.458,4.337,4.159,2.478,41.979,Low fat yogurt
0.958,2.2507,4.463,4.54,5.043,2.6,41.565,Low fat yogurt
1.073,2.2275,4.444,4.845,4.64,2.477,41.376,Low fat yogurt
1.097,2.2092,4.435,5.416,4.502,2.503,41.551,Low fat yogurt
1.144,3.5662,4.586,5.545,5.519,2.61,41.593,Regular yogurt
1.013,3.6159,4.447,4.228,5.4,2.588,40.372,Regular yogurt
1.19,1.9669,4.547,5.946,5.032,2.696,40.315,Low fat yogurt
1.164,3.6494,4.449,5.126,5.268,2.418,40.086,Regular yogurt
1.09,1.5081,4.492,5.403,5.073,2.52,40.208,Low fat yogurt
1.059,1.634,4.575,4.554,4.239,2.501,40.409,Low fat yogurt
1.063,2.3476,4.488,4.361,5.708,2.609,40.18,Low fat yogurt
1.073,1.0955,4.443,4.952,4.992,2.494,41.979,Non fat yogurt
0.953,2.5991,4.483,5.622,4.484,2.515,41.529,Low fat yogurt
1.026,1.8348,4.483,5.273,5.795,2.531,41.421,Low fat yogurt
1.102,2.7707,4.524,4.099,4.261,2.485,40.614,Low fat yogurt
0.961,3.498,4.559,4.604,5.92,2.539,40.04,Regular yogurt
0.963,2.6887,4.487,5.051,5.007,2.427,41.267,Low fat yogurt
1.179,3.0364,4.551,4.323,5.776,2.459,41.518,Low fat yogurt
1.029,2.9533,4.547,5.827,4.863,2.556,41.263,Low fat yogurt
0.953,2.1196,4.402,5.212,4.007,2.594,40.224,Low fat yogurt
1.138,1.9249,4.526,4.836,5.428,2.401,41.967,Low fat yogurt
1.04,3.0512,4.497,4.058,4.191,2.408,41.475,Low fat yogurt
1.074,3.5973,4.44,4.473,4.437,2.675,40.897,Regular yogurt
1.11,3.0458,4.519,5.165,4.008,2.63,41.457,Low fat yogurt
1.161,3.7314,4.523,4.502,4.394,2.556,41.703,Regular yogurt
1.079,1.8908,4.454,5.594,5.852,2.652,40.398,Low fat yogurt
1.048,1.3174,4.547,4.581,4.106,2.529,40.126,Low fat yogurt
0.959,2.539,4.5,4.979,4.59,2.475,40.377,Low fat yogurt
1.169,1.1385,4.414,4.829,4.594,2.497,41.244,Low fat yogurt
1.139,3.9074,4.522,5.116,4.481,2.628,41.479,Regular yogurt
1.11,3.6199,4.424,4.01,5.104,2.416,40.465,Regular yogurt
1.058,3.23,4.594,4.138,4.194,2.692,40.288,Low fat yogurt
1.175,1.8703,4.564,4.062,4.234,2.548,41.215,Low fat yogurt
1.027,3.0362,4.467,4.634,4.174,2.565,40.069,Low fat yogurt
1.171,2.4534,4.494,5.001,5.56,2.476,41.827,Low fat yogurt
1.066,1.0041,4.463,5.2,4.36,2.581,40.891,Non fat yogurt
1.016,3.7131,4.462,4.702,4.898,2.501,41.087,Regular yogurt
0.974,2.1171,4.473,5.765,4.998,2.501,41.077,Low fat yogurt
1.124,1.8987,4.556,5.178,5.419,2.553,40.249,Low fat yogurt
1.013,3.9071,4.566,5.227,4.757,2.543,40.887,Regular yogurt
0.967,3.7132,4.507,5.909,5.07,2.418,40.131,Regular yogurt
1.173,1.7129,4.469,4.757,5.476,2.416,40.436,Low fat yogurt
1.052,3.7578,4.403,5.146,5.631,2.538,40.756,Regular yogurt
1.02,3.4658,4.595,4.548,5.39,2.441,41.013,Regular yogurt
1.042,1.4679,4.42,4.431,4.474,2.447,40.967,Low fat yogurt
1.032,1.3693,4.401,5.835,4.42,2.452,40.286,Low fat yogurt
1.034,1.4304,4.417,4.831,5.89,2.568,40.671,Low fat yogurt
1.092,2.6189,4.515,4.556,5.264,2.585,41.389,Low fat yogurt
0.957,3.7691,4.57,4.312,4.723,2.485,41.095,Regular yogurt
1.008,3.3396,4.458,4.031,5.964,2.598,41.444,Regular yogurt
0.992,2.5896,4.403,4.425,5.59,2.683,41.655,Low fat yogurt
0.986,3.0489,4.414,5.477,4.984,2.414,41.236,Low fat yogurt
1.152,1.0485,4.471,5.259,5.18,2.698,40.268,Non fat yogurt
0.967,2.8609,4.416,4.64,4.417,2.519,40.342,Low fat yogurt
1.11,1.8183,4.44,4.345,5.718,2.658,41.142,Low fat yogurt
0.976,1.1697,4.556,5.095,5.781,2.654,40.792,Low fat yogurt
0.966,1.1803,4.451,4.48,4.225,2.43,41.934,Low fat yogurt
1.085,3.2598,4.404,4.085,4.071,2.552,41.832,Regular yogurt
1.144,3.3592,4.499,4.793,5.452,2.537,41.442,Regular yogurt
1.021,1.4565,4.414,5.846,5.871,2.438,41.592,Low fat yogurt
1.145,3.7865,4.467,5.708,5.439,2.459,41.272,Regular yogurt
1.157,2.8581,4.453,4.736,5.604,2.425,40.046,Low fat yogurt
1.119,1.1404,4.48,5.735,5.725,2.584,40.494,Low fat yogurt
1.101,2.6738,4.581,5.156,4.297,2.633,40.555,Low fat yogurt
0.984,1.4711,4.55,5.068,4.464,2.482,41.976,Low fat yogurt
1.052,1.1801,4.54,4.205,5.764,2.626,40.896,Low fat yogurt
1.097,1.9146,4.517,5.065,5.36,2.641,41.725,Low fat yogurt
0.991,2.2855,4.543,5.883,5.968,2.542,41.012,Low fat yogurt
0.968,3.035,4.427,5.548,4.487,2.628,41.515,Low fat yogurt
1.033,1.9342,4.523,5.691,5.728,2.699,41.432,Low fat yogurt
1.109,1.7165,4.48,5.754,5.057,2.475,40.151,Low fat yogurt
1.147,2.653,4.513,5.437,5.975,2.532,41.253,Low fat yogurt
1.143,1.364,4.407,5.649,5.134,2.518,41.441,Low fat yogurt
1.07,1.712,4.419,4.92,5.74,2.6,40.43,Low fat yogurt
1.157,2.2038,4.496,5.573,4.417,2.644,41.795,Low fat yogurt
1.006,1.4465,4.503,4.908,5.235,2.509,41.332,Low fat yogurt
0.989,1.0458,4.597,4.701,5.206,2.586,40.182,Non fat yogurt
1.08,1.2758,4.413,5.102,5.902,2.44,41.538,Low fat yogurt
1.099,2.6789,4.532,5.567,4.013,2.504,40.403,Low fat yogurt
0.982,3.7212,4.583,4.41,4.97,2.679,41.512,Regular yogurt
1.155,2.624,4.524,5.293,4.747,2.607,41.177,Low fat yogurt
1.018,1.0272,4.531,4.09,4.865,2.446,41.432,Non fat yogurt
1.022,3.0158,4.46,5.612,5.36,2.664,40.327,Low fat yogurt
1.054,1.2377,4.498,4.909,4.959,2.576,41.047,Low fat yogurt
1.162,1.9106,4.538,5.551,4.049,2.464,40.733,Low fat yogurt
1.087,2.4298,4.414,4.531,4.859,2.501,40.525,Low fat yogurt
1.072,3.8937,4.42,4.225,4.084,2.695,40.416,Regular yogurt
1.065,1.6007,4.426,5.23,4.192,2.588,40.981,Low fat yogurt
1.106,2.6726,4.404,4.959,5.28,2.412,40.196,Low fat yogurt
1.123,1.9872,4.404,4.752,5.3,2.606,41.121,Low fat yogurt
1.149,1.4607,4.49,4.661,4.986,2.666,41.849,Low fat yogurt
1.098,1.8219,4.461,4.838,5.623,2.477,41.553,Low fat yogurt
0.968,2.7696,4.496,4.496,5.436,2.465,41.65,Low fat yogurt
0.98,1.1761,4.487,4.65,4.459,2.515,41.675,Low fat yogurt
0.984,2.1072,4.497,4.104,5.624,2.585,41.78,Low fat yogurt
1.01,2.4862,4.429,4.814,4.803,2.57,40.861,Low fat yogurt
1.139,1.9031,4.569,4.798,4.491,2.481,41.26,Low fat yogurt
1.036,2.4279,4.598,5.309,5.758,2.567,40.84,Low fat yogurt
1.097,1.5907,4.505,4.986,4.361,2.58,40.978,Low fat yogurt
0.989,1.5699,4.464,4.117,5.45,2.648,40.15,Low fat yogurt
1.073,2.028,4.554,5.779,4.013,2.521,40.45,Low fat yogurt
1.11,2.7922,4.569,4.429,5.326,2.545,40.454,Low fat yogurt
1.051,3.3924,4.538,4.633,5.758,2.404,40.712,Regular yogurt
0.972,3.8244,4.411,4.303,5.488,2.609,41.158,Regular yogurt
1.03,1.8723,4.592,5.66,5.828,2.447,40.82,Low fat yogurt
1.147,1.942,4.428,5.757,4.643,2.579,41.324,Low fat yogurt
1.143,1.4659,4.502,5.194,5.842,2.47,40.565,Low fat yogurt
0.978,1.7379,4.58,4.988,5.635,2.592,40.952,Low fat yogurt
1.167,2.3909,4.546,5.009,5.313,2.498,40.414,Low fat yogurt
1.161,2.3306,4.401,4.463,5.843,2.694,40.838,Low fat yogurt
1.143,3.5718,4.513,4.824,5.82,2.592,41.034,Regular yogurt
1.179,3.0767,4.502,5.527,4.098,2.512,40.407,Low fat yogurt
0.98,3.63,4.574,5.183,4.679,2.431,41.301,Regular yogurt
1.189,2.7303,4.507,4.139,5.534,2.512,40.838,Low fat yogurt
1.069,3.8454,4.492,5.708,4.762,2.651,40.128,Regular yogurt
1.014,3.0865,4.58,5.69,4.266,2.547,40.402,Low fat yogurt
1.161,3.909,4.494,4.801,5.344,2.444,40.899,Regular yogurt
0.995,3.9189,4.567,4.832,5.083,2.675,40.691,Regular yogurt
1.182,3.2016,4.421,4.734,5.937,2.518,41.323,Low fat yogurt
0.979,3.8026,4.586,5.961,5.515,2.633,41.381,Regular yogurt
0.998,1.7828,4.461,5.122,4.261,2.413,41.49,Low fat yogurt
1.107,1.8434,4.59,4.119,5.719,2.459,41.202,Low fat yogurt
1.137,3.1283,4.412,5.898,5.056,2.687,41.589,Low fat yogurt
1.156,3.9393,4.583,5.989,4.741,2.45,41.504,Regular yogurt
1.071,3.3822,4.458,5.109,5.233,2.417,41.612,Regular yogurt
0.974,1.0901,4.528,5.641,4.807,2.549,40.959,Non fat yogurt
1.035,2.7921,4.59,4.582,4.839,2.401,40.716,Low fat yogurt
1.032,3.6729,4.491,4.902,5.279,2.493,40.664,Regular yogurt
1.043,3.8815,4.493,5.14,5.411,2.577,41.192,Regular yogurt
0.976,1.4427,4.56,4.902,4.426,2.549,41.351,Low fat yogurt
1.1,1.4843,4.481,4.909,5.658,2.603,41.572,Low fat yogurt
0.96,1.1521,4.592,5.365,4.928,2.619,41.299,Low fat yogurt
1.043,3.4676,4.431,4.333,4.037,2.607,40.187,Regular yogurt
1.081,1.5214,4.514,5.066,5.158,2.692,41.67,Low fat yogurt
1.039,3.9257,4.402,4.25,4.842,2.409,40.934,Regular yogurt
1.173,1.2116,4.404,4.011,5.87,2.659,41.769,Low fat yogurt
1.038,3.4863,4.496,5.857,4.375,2.625,40.288,Regular yogurt
1.085,3.7634,4.501,4.283,5.117,2.575,41.856,Regular yogurt
1.004,3.0338,4.467,5.064,5.429,2.543,40.973,Low fat yogurt
0.993,3.2224,4.527,4.423,4.975,2.549,40.728,Low fat yogurt
0.98,2.6724,4.409,4.694,4.467,2.499,40.771,Low fat yogurt
1.145,3.4932,4.506,4.899,5.384,2.664,40.403,Regular yogurt
1.153,3.9768,4.401,5.932,5.217,2.422,40.416,Regular yogurt
1.031,1.6165,4.424,5.973,4.661,2.594,41.037,Low fat yogurt
1.107,2.1568,4.412,4.496,5.145,2.431,40.165,Low fat yogurt
0.978,1.595,4.577,5.65,4.651,2.661,41.25,Low fat yogurt
1.133,3.5088,4.46,4.688,5.78,2.67,40.23,Regular yogurt
0.996,1.4436,4.508,4.411,5.954,2.426,40.419,Low fat yogurt
1.033,1.0999,4.574,5.749,4.31,2.459,41.335,Non fat yogurt
1.133,3.4953,4.468,4.414,5.778,2.681,40.547,Regular yogurt
1.089,3.2828,4.42,5.864,4.038,2.634,40.374,Regular yogurt
1.073,1.7357,4.592,5.891,4.421,2.652,41.616,Low fat yogurt
1.018,1.0003,4.58,4.425,5.083,2.493,41.631,Non fat yogurt
1.139,2.1615,4.429,4.549,4.661,2.591,40.245,Low fat yogurt
0.995,3.825,4.587,4.808,5.335,2.602,41.048,Regular yogurt
1.12,3.0458,4.534,5.549,5.16,2.588,41.09,Low fat yogurt
1.099,3.094,4.407,5.805,5.978,2.661,40.655,Low fat yogurt
1.118,2.7819,4.565,4.565,4.991,2.557,40.339,Low fat yogurt
1.06,1.0084,4.55,4.02,5.709,2.556,40.427,Non fat yogurt
1.108,2.9445,4.47,5.545,4.843,2.682,40.863,Low fat yogurt
1.186,2.7024,4.446,4.544,4.363,2.415,40.862,Low fat yogurt
1.058,2.6506,4.432,4.237,5.923,2.591,41.4,Low fat yogurt
1.085,1.6439,4.579,4.738,4.056,2.573,41.542,Low fat yogurt
1.005,2.7836,4.504,5.049,4.154,2.439,40.502,Low fat yogurt
0.987,2.1217,4.401,5.533,5.077,2.615,40.849,Low fat yogurt
1.094,2.6421,4.587,5.512,5.525,2.416,40.464,Low fat yogurt
1.095,2.2786,4.417,4.762,5.328,2.642,41.801,Low fat yogurt
1.154,2.2474,4.454,4.867,5.947,2.654,40.168,Low fat yogurt
1.1,3.7101,4.468,4.259,5.877,2.689,40.689,Regular yogurt
1.04,2.7732,4.474,5.239,4.315,2.693,41.229,Low fat yogurt
1.062,1.2445,4.429,4.97,5.515,2.698,40.813,Low fat yogurt
1.11,2.9653,4.55,4.667,5.752,2.448,41.795,Low fat yogurt
1.158,1.5202,4.574,4.088,4.534,2.626,41.362,Low fat yogurt
0.955,1.0546,4.436,4.563,4.784,2.638,41.875,Non fat yogurt
0.997,1.47,4.513,6.0,4.81,2.497,41.117,Low fat yogurt
1.155,1.6232,4.579,4.01,4.786,2.47,41.84,Low fat yogurt
1.115,1.7867,4.511,4.787,4.082,2.406,41.151,Low fat yogurt
1.122,3.806,4.419,4.988,5.39,2.406,40.64,Regular yogurt
1.186,1.0508,4.469,4.648,5.782,2.468,40.174,Non fat yogurt
0.976,2.0952,4.595,5.145,5.833,2.5,41.263,Low fat yogurt
1.112,2.6081,4.564,4.602,5.996,2.652,41.19,Low fat yogurt
1.108,2.3782,4.476,4.673,5.777,2.633,41.182,Low fat yogurt
1.181,3.1536,4.598,5.2,5.878,2.6,40.426,Low fat yogurt
1.001,1.6152,4.58,4.99,5.172,2.675,41.155,Low fat yogurt
1.016,1.8032,4.566,5.624,4.381,2.424,41.896,Low fat yogurt
1.113,1.8997,4.432,5.131,5.579,2.668,41.874,Low fat yogurt
0.965,1.4297,4.423,4.38,5.219,2.488,40.007,Low fat yogurt
1.097,3.5583,4.543,4.991,5.178,2.543,40.541,Regular yogurt
1.152,2.6573,4.441,5.135,5.962,2.486,41.667,Low fat yogurt
1.007,3.243,4.43,4.829,5.955,2.633,41.635,Low fat yogurt
0.962,3.503,4.446,4.83,5.669,2.563,41.458,Regular yogurt
1.143,1.5212,4.516,5.563,5.633,2.505,40.813,Low fat yogurt
1.022,2.6733,4.525,4.042,5.005,2.425,41.741,Low fat yogurt
1.167,1.7047,4.432,5.657,4.654,2.433,41.915,Low fat yogurt
1.1,2.0019,4.422,5.435,4.095,2.408,40.435,Low fat yogurt
0.961,3.8835,4.435,4.792,5.519,2.6,41.895,Regular yogurt
1.124,2.0315,4.495,5.551,4.402,2.648,41.03,Low fat yogurt
1.137,3.253,4.505,5.62,5.722,2.466,40.279,Regular yogurt
1.158,2.133,4.541,4.948,4.61,2.405,40.023,Low fat yogurt
0.978,3.2005,4.508,4.796,5.826,2.58,41.293,Low fat yogurt
1.156,2.0222,4.546,4.148,5.583,2.578,41.391,Low fat yogurt
1.123,2.0452,4.556,5.49,5.646,2.698,40.236,Low fat yogurt
1.184,3.4329,4.514,5.092,5.618,2.542,41.738,Regular yogurt
1.178,3.9529,4.498,4.727,5.644,2.512,40.078,Regular yogurt
0.984,3.7998,4.458,4.166,5.247,2.637,41.969,Regular yogurt
1.08,1.3182,4.588,5.882,5.404,2.519,41.357,Low fat yogurt
1.051,2.0936,4.598,5.805,4.229,2.681,41.552,Low fat yogurt
1.021,3.2478,4.548,4.802,5.27,2.586,40.906,Low fat yogurt
1.092,3.0792,4.439,5.275,4.913,2.486,41.339,Low fat yogurt
1.001,2.0479,4.416,4.449,4.522,2.477,40.088,Low fat yogurt
1.049,1.1018,4.485,4.422,4.347,2.629,41.093,Low fat yogurt
1.1,2.1411,4.56,5.461,5.634,2.699,40.135,Low fat yogurt
1.163,3.8533,4.417,4.486,4.958,2.429,40.571,Regular yogurt
0.99,3.1866,4.57,4.41,5.337,2.627,41.698,Low fat yogurt
1.152,3.1511,4.539,5.09,5.932,2.529,41.238,Low fat yogurt
1.15,1.2811,4.566,4.121,4.918,2.697,40.025,Low fat yogurt
1.172,2.3334,4.574,4.494,4.613,2.661,41.375,Low fat yogurt
1.112,1.8169,4.471,5.943,4.265,2.639,40.591,Low fat yogurt
1.17,1.1843,4.432,4.06,5.049,2.478,41.055,Low fat yogurt
1.146,3.3859,4.58,4.485,5.796,2.642,41.995,Regular yogurt
1.094,3.0286,4.476,5.794,5.617,2.512,41.551,Low fat yogurt
1.06,3.9421,4.412,4.678,4.327,2.407,40.32,Regular yogurt
1.14,3.7264,4.584,4.544,4.262,2.625,40.451,Regular yogurt
0.964,2.1156,4.574,5.634,5.74,2.597,40.402,Low fat yogurt
1.089,1.7239,4.582,4.065,4.612,2.607,41.28,Low fat yogurt
1.176,3.9325,4.591,4.369,5.98,2.517,40.443,Regular yogurt
1.045,1.0193,4.474,4.88,5.017,2.453,41.407,Non fat yogurt
1.161,2.4754,4.571,4.039,4.752,2.402,40.423,Low fat yogurt
1.024,1.3903,4.425,5.507,4.269,2.422,41.04,Low fat yogurt
1.164,3.0402,4.502,5.701,4.13,2.473,40.539,Low fat yogurt
1.078,3.7949,4.561,5.099,4.59,2.652,41.03,Regular yogurt
1.008,1.5476,4.472,5.673,5.14,2.667,40.58,Low fat yogurt
1.091,2.454,4.494,5.815,4.241,2.692,41.89,Low fat yogurt
1.149,1.2074,4.419,5.468,4.215,2.612,41.662,Low fat yogurt
1.008,1.2799,4.458,5.281,4.373,2.674,41.763,Low fat yogurt
0.999,1.6054,4.572,4.04,4.156,2.451,41.874,Low fat yogurt
1.062,1.2672,4.541,4.457,5.752,2.697,41.818,Low fat yogurt
1.181,1.7174,4.585,5.466,5.807,2.537,41.379,Low fat yogurt
0.962,1.2432,4.426,5.435,5.78,2.608,41.283,Low fat yogurt
1.037,3.8935,4.582,4.195,5.835,2.423,41.053,Regular yogurt
0.992,3.0901,4.569,5.562,4.299,2.627,40.111,Low fat yogurt
1.027,2.5153,4.405,4.818,5.915,2.675,40.7,Low fat yogurt
1.073,2.9909,4.465,4.101,4.387,2.428,41.731,Low fat yogurt
1.058,3.9594,4.458,5.896,5.539,2.487,41.38,Regular yogurt
0.973,3.9195,4.506,4.393,4.514,2.46,40.114,Regular yogurt
1.055,2.6277,4.546,4.068,5.377,2.443,40.699,Low fat yogurt
0.967,3.7741,4.426,5.93,5.611,2.636,40.451,Regular yogurt
1.091,2.292,4.477,4.69,4.169,2.489,41.482,Low fat yogurt
1.042,3.7481,4.594,4.968,4.421,2.498,40.97,Regular yogurt
1.083,2.3743,4.406,5.058,5.821,2.597,41.015,Low fat yogurt
1.048,2.9282,4.474,4.723,4.418,2.403,40.933,Low fat yogurt
1.148,2.8782,4.494,4.444,5.259,2.448,40.239,Low fat yogurt
1.114,3.857,4.548,5.157,4.369,2.559,40.745,Regular yogurt
1.079,1.6123,4.534,5.008,5.956,2.489,41.52,Low fat yogurt
1.0,3.5575,4.404,5.146,5.894,2.655,41.582,Regular yogurt
1.119,1.0052,4.43,4.392,5.1,2.495,40.314,Non fat yogurt
0.953,1.1153,4.513,5.795,4.881,2.599,40.724,Low fat yogurt
1.142,2.9882,4.455,4.874,5.128,2.472,41.036,Low fat yogurt
1.028,3.3757,4.5,5.643,4.66,2.573,41.785,Regular yogurt
1.147,2.6971,4.519,4.669,4.591,2.47,40.073,Low fat yogurt
1.165,3.9244,4.537,4.628,5.586,2.654,40.37,Regular yogurt
1.147,1.5975,4.596,5.335,5.419,2.623,41.148,Low fat yogurt
0.985,2.9118,4.422,4.302,5.621,2.489,41.61,Low fat yogurt
1.139,3.4809,4.434,5.203,4.401,2.439,40.107,Regular yogurt
1.059,1.8794,4.418,5.0,4.099,2.551,40.864,Low fat yogurt
0.962,3.583,4.416,5.175,5.701,2.406,41.055,Regular yogurt
1.171,1.4048,4.476,4.294,5.873,2.42,41.66,Low fat yogurt
1.143,3.747,4.531,5.247,5.249,2.689,40.979,Regular yogurt
1.072,3.3005,4.408,4.13,4.641,2.446,41.33,Regular yogurt
1.053,3.0755,4.55,5.473,4.195,2.529,41.412,Low fat yogurt
1.002,1.1378,4.427,5.052,5.559,2.401,41.473,Low fat yogurt
1.138,3.4438,4.459,5.319,4.744,2.654,40.359,Regular yogurt
1.19,1.5105,4.454,5.73,4.144,2.478,40.277,Low fat yogurt
1.049,2.1805,4.432,4.39,4.948,2.521,41.714,Low fat yogurt
1.059,2.1325,4.538,5.32,5.352,2.545,40.9,Low fat yogurt
1.123,3.4321,4.527,4.967,4.179,2.676,41.538,Regular yogurt
1.061,3.2561,4.588,5.914,5.932,2.444,40.381,Regular yogurt
1.121,1.5938,4.439,4.629,4.437,2.564,41.194,Low fat yogurt
1.124,3.3115,4.474,5.937,4.757,2.444,40.76,Regular yogurt
1.049,2.3385,4.518,4.796,5.286,2.407,40.34,Low fat yogurt
0.965,2.5493,4.413,4.525,4.827,2.534,40.486,Low fat yogurt
1.162,3.4214,4.464,5.539,4.524,2.518,41.672,Regular yogurt
1.146,3.1542,4.467,4.065,4.783,2.433,40.124,Low fat yogurt
1.097,1.2801,4.505,4.89,4.239,2.583,40.702,Low fat yogurt
1.163,3.6798,4.41,5.642,4.054,2.442,40.441,Regular yogurt
1.169,1.1074,4.548,4.53,5.752,2.567,40.868,Low fat yogurt
1.181,1.0201,4.461,5.511,4.779,2.408,41.225,Non fat yogurt
1.169,2.9343,4.517,5.693,4.107,2.634,40.465,Low fat yogurt
1.071,3.4595,4.463,4.34,5.03,2.435,40.244,Regular yogurt
0.977,1.9377,4.453,5.189,5.751,2.427,40.381,Low fat yogurt
1.021,1.2043,4.485,5.306,4.564,2.514,40.288,Low fat yogurt
1.024,2.2392,4.597,5.299,4.775,2.676,41.82,Low fat yogurt
1.172,1.7719,4.406,5.267,5.963,2.645,40.821,Low fat yogurt
0.968,2.4184,4.427,5.261,5.142,2.458,41.514,Low fat yogurt
1.169,2.6106,4.455,5.949,4.567,2.589,40.293,Low fat yogurt
1.035,1.7746,4.428,4.696,5.914,2.552,40.268,Low fat yogurt
1.037,2.5309,4.442,4.644,5.529,2.643,40.211,Low fat yogurt
1.187,1.8033,4.532,4.93,5.009,2.662,40.408,Low fat yogurt
1.039,1.5805,4.594,5.822,4.596,2.525,40.541,Low fat yogurt
1.17,2.7054,4.42,4.67,4.791,2.574,40.21,Low fat yogurt
1.15,2.2726,4.533,5.092,4.984,2.43,40.295,Low fat yogurt
0.963,1.7755,4.443,4.954,4.311,2.668,40.237,Low fat yogurt
1.05,1.3772,4.414,5.676,5.046,2.56,40.975,Low fat yogurt
1.046,2.2208,4.456,5.865,5.29,2.607,40.611,Low fat yogurt
1.033,3.9614,4.477,5.91,4.372,2.598,40.23,Regular yogurt
1.135,3.5556,4.517,5.968,4.084,2.499,40.613,Regular yogurt
1.002,2.9163,4.502,5.397,5.903,2.605,40.345,Low fat yogurt
1.078,3.8561,4.434,4.795,4.008,2.588,41.282,Regular yogurt
1.055,1.6279,4.421,4.295,5.109,2.526,41.766,Low fat yogurt
1.022,1.2488,4.543,4.611,5.985,2.485,41.297,Low fat yogurt
0.983,3.0302,4.449,4.137,5.866,2.561,40.288,Low fat yogurt
1.047,2.7354,4.478,4.218,4.183,2.573,41.311,Low fat yogurt
1.016,1.7127,4.483,5.177,4.732,2.519,40.432,Low fat yogurt
1.103,2.2077,4.451,4.818,4.556,2.582,40.965,Low fat yogurt
1.172,2.7689,4.584,5.452,5.89,2.417,41.67,Low fat yogurt
1.172,1.6048,4.446,5.411,4.162,2.648,41.676,Low fat yogurt
1.185,1.2606,4.58,4.57,5.122,2.499,41.977,Low fat yogurt
1.08,2.5367,4.55,4.82,4.872,2.623,41.662,Low fat yogurt
1.005,2.0024,4.464,5.709,5.291,2.59,41.561,Low fat yogurt
0.985,3.9271,4.454,5.371,5.595,2.688,41.52,Regular yogurt
1.15,1.0289,4.439,4.93,4.372,2.655,40.351,Non fat yogurt
0.958,1.2285,4.512,4.787,4.935,2.526,41.414,Low fat yogurt
1.131,3.1635,4.573,5.006,5.533,2.519,41.102,Low fat yogurt
1.167,1.1469,4.571,5.139,5.216,2.68,40.689,Low fat yogurt
1.052,3.4788,4.441,4.951,5.165,2.514,41.414,Regular yogurt
1.048,1.9117,4.518,4.677,5.604,2.673,41.729,Low fat yogurt
0.977,3.2816,4.509,5.369,5.3,2.503,41.078,Regular yogurt
1.029,3.5947,4.504,4.012,4.441,2.661,40.822,Regular yogurt
1.184,2.8155,4.408,4.319,4.647,2.501,41.988,Low fat yogurt
1.178,3.3679,4.404,4.036,5.789,2.509,41.011,Regular yogurt
1.04,2.7121,4.442,4.356,4.914,2.445,41.628,Low fat yogurt
1.108,1.1355,4.472,5.772,4.26,2.543,41.208,Low fat yogurt
1.167,1.2569,4.518,5.996,4.846,2.603,41.419,Low fat yogurt
0.977,3.5585,4.445,5.331,4.993,2.43,41.264,Regular yogurt
1.024,1.0117,4.547,5.674,4.853,2.614,41.638,Non fat yogurt
0.993,1.8065,4.564,5.081,4.293,2.567,41.276,Low fat yogurt
1.045,1.4863,4.441,5.578,5.757,2.507,41.45,Low fat yogurt
1.183,2.1052,4.463,5.779,5.408,2.462,40.53,Low fat yogurt
1.175,3.028,4.543,5.926,4.787,2.401,40.76,Low fat yogurt
1.075,1.4469,4.423,4.039,4.858,2.403,41.523,Low fat yogurt
1.141,2.186,4.462,5.397,5.58,2.501,40.422,Low fat yogurt
1.165,1.1904,4.453,4.419,5.679,2.659,40.939,Low fat yogurt
